Name,Code
Narol,1809053
Nawojowa,1210122
Nowy Targ,1211011
Pyrzyce,3212053
Krynice,618042
Łaszczów,618063
Tomaszów Lubelski (gmina wiejska),618112
Kowiesy,1015042
Nowy Kawęczyn,1015072
Wodynie,1426122
Ustrzyki Dolne,1801083
Jeleniewo,2012032
Wysokie Mazowieckie,2013011
Waganiec,401082
Brzozie,402042
Golczewo,3207023
Stanin,611072
Trzebieszów,611092
Parczew,613043
Pszczółki,2204062
Przywidz,2204052
Lębork,2208011
Wicko,2208052
Szydłowiec,1430053
Brzostek,1803023
Radymno,1804021
Wiązownica,1804112
Słomniki,1206123
Mszana Dolna (gmina wiejska),1207092
Suwałki,2063011
Zambrów,2014011
Łomża – Łomża,2062011
Sicienko,403072
Nowy Tomyśl,3015043
Jawor,205011
Raba Wyżna,1211112
Pieszyce,202033
Krosno,1861011
Czarnków,3002011
Stargard,3214011
Chocz,3020013
Krzyżanowice,2411042
Narewka,2005092
Paczków,1607073
Czeremcha,2005032
Świdnica (gmina wiejska),219072
Trzebnica,220033
Przyrów,2404142
Gościeradów,607042
Szczaniec,808042
Krasne – Przasnyski,1422052
Przasnysz (gmina wiejska),1422072
Pokrzywnica,1424032
Łubniany,1609052
Czchów,1202033
Lipnica Murowana,1201042
Stawiski,2006053
Turośl,2006062
Piątnica,2007052
Wizna,2007082
Czarny Bór,221042
Szczawno-Zdrój,221031
Brzeg Dolny,222013
Abramów,608022
Zabór,809092
Szprotawa,810073
Dobryszyce,1012022
Masłowice,1012102
Kobiele Wielkie,1012062
Kamieńsk,1012053
Gózd,1425022
Wierzbica – Radomski,1425112
Popielów,1609092
Chrzanów – Chrzanowski,1203033
Trzebinia,1203053
Gręboszów,1204032
Siemiatycze,2010011
Karlino,3201033
Bierzwnik,3202012
Choszczno,3202023
Niegosławice,810062
Kotuń,1426032
Łużna,1205062
Gorlice (gmina wiejska),1205042
Sejny,2009011
Krasnopol,2009032
Stoszowice,224042
Gromadka,201032
Ludwin,610022
Adamów – Łukowski,611032
Rzeczenica,2203072
Złoczew,1014113
Starogard Gdański,2213031
Osiek – Starogardzki,2213082
Olszanka – Łosicki,1410032
Różan,1411073
Czerwonka,1411022
Pacyna,1404032
Żabia Wola,1405062
Stary Dzików,1809072
Proszowice,1214053
Pałecznica,1214042
Radziemice,1214062
Janowice Wielkie,206052
Stara Kamienica,206092
Osięciny,411042
Dobre – Radziejowski,411032
Chorzów,2463011
Miączyn,620062
Łabunie,620052
Lubichowo,2213062
Rzewnie,1411082
Nowe Miasto nad Pilicą,1406083
Pniewy – Grójecki,1406092
Grabów nad Pilicą,1407042
Brzeszcze,1213023
Ryglice,1216063
Piotrków Kujawski,411053
Topólka,411072
Lipnica Wielka,1211072
Bogatynia,225033
Mirsk,212043
Leśna,210033
Jaraczewo,3006013
Białystok,2061011
Prószków,1609103
Świlcza,1816122
Skierniewice,1063011
Pieńsk,225043
Jarocin – Jarociński,3006023
Gdynia,2262011
Iwierzyce,1815012
Kościan,3011011
Kościan (gmina wiejska),3011032
Tworóg,2413082
Pierzchnica,2604153
Zduńska Wola,1019011
Łomża – Łomżyński,2007022
Opole,1661011
Przechlewo,2203062
Mirosławiec,3217033
Górowo Iławeckie (gmina wiejska),2801052
Kramsk,3010052
Stare Miasto,3010112
Ogrodzieniec,2416063
Radzionków,2413031
Czarna Dąbrówka,2201032
Gdańsk,2261011
Czerwińsk nad Wisłą,1420043
Łaziska Górne,2408011
Gorzów Wielkopolski,861011
Santok,801062
Głowaczów,1407022
Lipnica,2201052
Kruszwica,407063
Jeziora Wielkie,409022
Lipno – Leszczyński,3013022
Szydłowo – Pilski,3019062
Ostrzeszów,3018073
Czermin – Pleszewski,3020022
Dopiewo,3021052
Kostrzyn,3021083
Puszczykowo,3021021
Rokietnica – Poznański,3021132
Zagórów,3023083
Szamotuły,3024073
Orchowo,3023032
Turek,3027011
Przykona,3027062
Powidz,3023052
Tarnówka,3031062
Złotów,3031011
Miłosław,3030023
Wolsztyn,3029033
Krzymów,3010062
Chodów,3009032
Czerniejewo,3003023
Łubowo,3003062
Trzemeszno,3003093
Koło (gmina wiejska),3009072
Okonek,3031053
Rudziniec,2405052
Sośnicowice,2405063
Opatów – Kłobucki,2406052
Zabrze,2478011
Dubienka,603052
Leśniowice,603072
Żmudź,603142
Tuszyn,1006113
Staroźreby,1419142
Stara Biała,1419132
Polska Cerekiew,1603052
Strzyżów,1819043
Tykocin,2002123
Orla,2003062
Chocianów,216013
Strzelin,217043
Przeworno,217032
Papowo Biskupie,404052
Czechowice-Dziedzice,2402043
Porąbka,2402082
Uchanie,604072
Strzelce Krajeńskie,806043
Działoszyn,1009013
Przasnysz,1422011
Namysłów,1606023
Nowa Dęba,1820043
Sławoborze,3216052
Rąbino,3216042
Adamów – Zamojski,620012
Łęczyce,2215082
Stary Targ,2216042
Lipowiec Kościelny,1413032
Strzegowo,1413052
Wieczfnia Kościelna,1413092
Leoncin,1414032
Tuszów Narodowy,1811092
Wietrzychowice,1216122
Kunice,209042
Miłkowice,209062
Lubań (gmina wiejska),210042
Lniano,414052
Przewóz,811072
Lubsko,811063
Tuplice,811092
Szlichtyngowa,812023
Drużbice,1001032
Bełchatów (gmina wiejska),1001022
Rzeczniów,1409042
Żurawica,1813102
Adamówka,1814022
Jędrzejów,2602023
Słupia (Jędrzejowska),2602072
Kazimierza Wielka,2603033
Smyków,2605072
Sitkówka-Nowiny,2604172
Ostrowiec Świętokrzyski,2607011
Sadowie,2606062
Łączna,2610032
Bliżyn,2610022
Tolkmicko,2804093
Markusy,2804042
Srokowo,2808062
Wieliczki,2813062
Nowe Miasto Lubawskie (gmina wiejska),2812052
Dobre Miasto,2814033
Mrągowo (gmina wiejska),2810032
Mikołajki,2810023
Budry,2819012
Morąg,2815083
Małdyty,2815052
Dubeninki,2818022
Dźwierzuty,2817022
Jedwabno,2817032
Szczytno,2817011
Wilczęta,2802072
Siekierczyn,210072
Lubin (gmina wiejska),211022
Ścinawa,211043
Wielka Nieszawka,415082
Konstantynów,601072
Wschowa,812033
Deszczno,801032
Krzyżanów,1002052
Łask,1003023
Łęczyca,1004011
Szulborze Wielkie,1416092
Brańszczyk,1435012
Rząśnik,1435032
Długosiodło,1435022
Zabrodzie,1435062
Lutocin,1437042
Ropczyce,1815033
Nowy Sącz,1262011
Oleśnica – Oleśnicki,214011
Dobroszyce,214032
Wąbrzeźno,417011
Fabianki,418072
Bogdaniec,801022
Kocierzew Południowy,1005062
Tarczyn,1418063
Bielsk,1419012
Czarna Białostocka,2002023
Gródek,2002042
Wasilków,2002133
Suraż,2002103
Gaszowice,2412022
Pszczyna,2410053
Miedźna,2410032
Nędza,2411062
Ożarowice,2413062
Radlin,2415021
Łazy,2416053
Węgierska Górka,2417152
Kroczyce,2416042
Izabelin,1432022
Ożarów Mazowiecki,1432063
Liw,1433042
Brzyska,1805022
Kołaczyce,1805053
Słaboszów,1208072
Rogóźno,406052
Karsin,2206032
Malbork,2209011
Ostrówek – Wieluński,1017062
Wieluń,1017093
Czastary,1018022
Ojrzeń,1402062
Chełmiec,1210022
Korzenna,1210062
Dzierżoniów (gmina wiejska),202052
Skępe,408073
Chrostkowo,408032
Polanów,3209063
Dębno – Myśliborski,3210033
Kołbaskowo,3211022
Komarówka Podlaska,615052
Malbork (gmina wiejska),2209042
Parzęczew,1020072
Ozorków,1020021
Garwolin (gmina wiejska),1403042
Parysów,1403092
Grodzisko Dolne,1808022
Lubaczów (gmina wiejska),1809011
Jemielno,204022
Sławno (gmina wiejska),3213062
Darłowo,3213011
Tarnawatka,618092
Susiec,618082
Telatyn,618102
Kępice,2212053
Sierpc (gmina wiejska),1427052
Rościszewo,1427042
Repki,1429062
Jabłonna Lacka,1429042
Brzeg,1601011
Czernichów – Krakowski,1206012
Kocmyrzów-Luborzyca,1206052
Mogilany,1206092
Bakałarzewo,2012012
Przerośl,2012042
Wiżajny,2012092
Sokoły,2013082
Koneck,401062
Świedziebnia,402092
Osiek – Brodnicki,402082
Poniatowa,612063
Łaziska,612042
Karczmiska,612032
Opole Lubelskie,612053
Somonino,2205052
Przodkowo,2205032
Biała – Wieluński,1017012
Jastrząb,1430022
Żyraków,1803072
Świątniki Górne,1206143
Limanowa (gmina wiejska),1207072
Wysokie Mazowieckie (gmina wiejska),2013102
Dobrcz,403032
Golub-Dobrzyń,405011
Banie,3206012
Byczyna,1604013
Rakoniewice,3005043
Wołczyn,1604043
Chojnice,2202011
Głogów (gmina wiejska),203022
Barciany,2808022
Ujsoły,2417142
Kleszczele,2005073
Szczuczyn,2004053
Kolno,2006011
Strzegom,219063
Izbica,606042
Łopiennik Górny,606072
Lubniewice,807023
Lubrza – Świebodziński,808012
Niemodlin,1609073
Drwinia,1201032
Żmigród,220063
Wińsko,222022
Świdnica – Zielonogórski,809072
Radomsko,1012011
Ładzice,1012092
Pionki (gmina wiejska),1425082
Trzciana,1201082
Żegocina,1201092
Libiąż,1203043
Goniądz,2008013
Krypno,2008052
Dziadkowice,2010032
Garbów,609042
Żagań,810021
Parchowo,2201072
Miastko,2201063
Sadkowice,1013062
Przesmyki,1426072
Radgoszcz,1204062
Ząbkowice Śląskie,224053
Przybiernów,3204062
Kalisz Pomorski,3203033
Puchaczów,610052
Stoczek Łukowski (gmina wiejska),611082
Koczała,2203052
Stara Kornica,1410062
Maków Mazowiecki,1411011
Płoniawy-Bramura,1411062
Baranów – Grodziski,1405032
Jaktorów,1405052
Chynów,1406032
Rabka-Zdrój,1211123
Mysłakowice,206072
Barwice,3215023
Hańsk,619032
Stary Brus,619042
Smętowo Graniczne,2213112
Tczew,2214011
Cegłów,1412042
Dębe Wielkie,1412052
Jakubów,1412082
Mińsk Mazowiecki (gmina wiejska),1412112
Siennica,1412132
Czermin – Mielecki,1811032
Pleśna,1216042
Lisia Góra,1216032
Kcynia,410013
Nakło nad Notecią,410033
Zawoja,1215082
Łapsze Niżne,1211082
Jelenia Góra,261011
Głuszyca,221053
Choceń,418052
Sitno,620092
Spytkowice – Wadowicki,1218062
Radzymin,1434093
Krasnosielc,1411042
Ostrołęka,1461011
Rymanów,1807083
Jaśliska,1807102
Chojnice (gmina wiejska),2202032
Szczecin,3262011
Krynica Morska,2210011
Koluszki,1006073
Rzeszów,1863011
Lubawka,207033
Zambrów (gmina wiejska),2014052
Kalisz,3061011
Opatowiec,2603043
Pakosław,3022042
Rawicz,3022053
Bobrowniki – Będziński,2401042
Oleśnica – Staszowski,2612033
Szydłowo – Mławski,1413082
Małkinia Górna,1416052
Wiskitki,1438052
Wieleń,3002083
Trzcianka,3002073
Ostrów Wielkopolski (gmina wiejska),3017042
Kraszewice,3018052
Mikstat,3018063
Stęszew,3021143
Luboń,3021011
Wronki,3024083
Buk,3021033
Obrzycko,3024011
Ostrowite,3023042
Słupca (gmina wiejska),3023062
Turek (gmina wiejska),3027082
Słupca,3023011
Brudzew,3027022
Książ Wielkopolski,3026033
Lądek,3023022
Kotlin,3006032
Gniezno,3003011
Kleczew,3010043
Perzów,3008052
Kępno,3008033
Granowo,3005012
Sosnowiec,2475011
Czempiń,3011023
Koszęcin,2407062
Wręczyca Wielka,2406092
Mikołów,2408021
Toszek,2405073
Jaworze,2402062
Białopole,603022
Wojsławice,603132
Kożuchów,804043
Żarnów,1007082
Drobin,1419053
Dzierzążnia,1420052
Naruszewo,1420072
Radomyśl nad Sanem,1818042
Brańsk,2003021
Boćki,2003042
Wilkowice,2402102
Batorz,605012
Janów Lubelski,605053
Potok Wielki,605072
Rzepin,805043
Sulmierzyce – Pajęczański,1009082
Kiełczygłów,1009022
Pajęczno,1009043
Nowa Brzeźnica,1009032
Sochocin,1420112
Baboszewo,1420032
Nadarzyn,1421052
Michałowice – Pruszkowski,1421042
Baligród,1821012
Rypin (gmina wiejska),412042
Skrwilno,412052
Świdwin,3216011
Brzeżno,3216022
Wałcz,3217011
Komarów-Osada,620032
Stary Dzierzgoń,2216032
Pomiechówek,1414052
Policzna,1436022
Ciepielów,1409022
Ulanów,1812073
Zakliczyn,1216143
Szerzyny,1216162
Poronin,1217052
Chojnów,209011
Krotoszyce,209032
Osie,414072
Łobez,3218023
Bełchatów,1001011
Szczerców,1001072
Ząbki,1434031
Dąbrówka,1434052
Klembów,1434072
Wołomin,1434123
Bircza,1813012
Gać,1814032
Brzeźnica – Wadowicki,1218022
Wodzisław,2602092
Czarnocin – Kazimierski,2603022
Piekoszów,2604142
Połaniec,2612053
Koprzywnica,2609043
Dwikozy,2609022
Zawichost,2609093
Elbląg (gmina wiejska),2804012
Włoszczowa,2613063
Lidzbark Warmiński,2809011
Kisielice,2807043
Nidzica,2811043
Kolno – Olsztyński,2814082
Janowiec Kościelny,2811012
Rozogi,2817052
Orzysz,2816023
Miłomłyn,2815073
Świętajno – Szczycieński,2817072
Świątki,2814122
Budzyń,3001022
Lubin,211011
Wleń,212053
Świecie,414093
Chełmża (gmina wiejska),415022
Łomazy,601092
Łanięta,1002072
Strzelce,1002102
Widawa,1003042
Sędziejowice,1003032
Wodzierady,1003052
Grabów,1004042
Nur,1416062
Karczew,1417043
Żuromin,1437063
Dynów,1816011
Błażowa,1816023
Kłaj,1219032
Augustów (gmina wiejska),2001022
Książki,417032
Płużnica,417042
Brześć Kujawski,418043
Potok Górny,602112
Dąbie – Krośnieński,802042
Krosno Odrzańskie,802063
Żyrardów,1438011
Radom,1463011
Kamień – Rzeszowski,1816082
Twardogóra,214083
Prabuty,2207043
Domaniów,215022
Oława,215011
Izbica Kujawska,418083
Jaworzno,2468011
Suszec,2410062
Myszków,2409011
Poraj,2409042
Krupski Młyn,2413052
Niegowa,2409032
Węgrów,1433011
Kolbuszowa,1806023
Niwiska,1806042
Jasło,1805011
Dębowiec – Jasielski,1805032
Miechów,1208053
Lubień,1209022
Myślenice,1209033
Zbójno,405062
Inowrocław,407011
Widuchowa,3206092
Bobolice,3209033
Podedwórze,613052
Krościenko Wyżne,1807062
Barlinek,3210013
Radzyń Podlaski (gmina wiejska),615062
Nowy Dwór Gdański,2210023
Puck,2211031
Puck (gmina wiejska),2211072
Stryków,1020083
Łaskarzew,1403021
Górzno – Garwoliński,1403052
Wilga,1403132
Leżajsk,1808011
Jerzmanowa,203032
Góra,204013
Bielice,3212012
Warnice,3212062
Postomino,3213052
Damnica,2212022
Mochowo,1427032
Domaradz,1802022
Haczów,1802042
Czarna – Dębicki,1803032
Zielonki,1206172
Filipów,2012022
Brojce,3205012
Jabłoń,613022
Kolbudy,2204032
Suchy Dąb,2204072
Osjaków,1017052
Mokrsko,1017042
Nowa Sucha,1428052
Brochów,1428022
Jarosław,1804011
Pawłosiów,1804062
Laskowa,1207062
Czyżew,2013033
Szepietowo,2013093
Nowa Wieś Wielka,403052
Golub-Dobrzyń (gmina wiejska),405032
Wielichowo,3005053
Kluczbork,1604023
Zalewo,2807073
Oporów,1002092
Pęcław,203052
Mściwojów,205042
Wydminy,2806102
Siedliszcze,603113
Jeleśnia,2417042
Nowy Dwór,2011062
Prudnik,1610043
Lubrza – Prudnicki,1610032
Otmuchów,1607063
Głuchołazy,1607013
Bukowina Tatrzańska,1217032
Chybie,2403052
Dzierzkowice,607032
Trzydnik Duży,607072
Ręczno,1010072
Czernice Borowe,1422032
Krzynowłoga Mała,1422062
Gorzów Śląski,1608023
Walim,221082
Stare Bogaczowice,221072
Mstów,2404102
Kruszyna,2404082
Konopiska,2404072
Poczesna,2404132
Lubartów (gmina wiejska),608072
Trzebiechów,809082
Żagań (gmina wiejska),810092
Gidle,1012032
Pionki,1425011
Trzcianne,2008072
Czernica,223012
Kąty Wrocławskie,223043
Siechnice,223083
Żórawina,223092
Ciepłowody,224022
Białogard (gmina wiejska),3201022
Tychowo,3201043
Krzczonów,609092
Zakrzew – Lubelski,609162
Brzeźnica – Żagański,810032
Goszczanów,1014062
Mokobody,1426042
Lubsza,1601052
Olszanka – Brzeski,1601062
Olesno – Dąbrowski,1204052
Ziębice,224063
Kamieniec Ząbkowicki,224032
Aleksandrów Kujawski,401011
Maszewo – Goleniowski,3204033
Wysokie,609152
Łęczna,610033
Człuchów ,2203011
Słupsk (gmina wiejska),2212082
Skórcz,2213021
Skórcz (gmina wiejska),2213102
Szczawin Kościelny,1404052
Nowy Targ (gmina wiejska),1211092
Bolesław – Olkuski,1212032
Jordanów (gmina wiejska),1215052
Marciszów,207042
Dąbrowa – Mogileński,409012
Radziejów (gmina wiejska),411062
Dolice,3214042
Szczecinek,3215011
Biały Bór,3215033
Wola Uhruska,619072
Gniew,2214023
Morzeszczyn,2214032
Jasieniec,1406062
Mogielnica,1406073
Kozienice,1407053
Mielec (gmina wiejska),1811052
Borowa,1811022
Padew Narodowa,1811062
Oświęcim (gmina wiejska),1213062
Radłów – Tarnowski,1216053
Nowa Ruda,208041
Rypin,412011
Muszyna,1210113
Modliborzyce,605063
Rejowiec,603153
Sulików,225052
Platerówka,210062
Kudowa-Zdrój,208031
Radoszyce,2605043
Opatówek,3007083
Nieporęt,1408032
Żory,2479011
Gołdap,2818033
Goleniów,3204023
Łeba,2208021
Andrespol,1006022
Drawsko Pomorskie,3203023
Kowary,206021
Lutomiersk,1008062
Mniszków,1007032
Nowogród,2007043
Stary Lubotyń,1416082
Nowe Skalmierzyce,3017023
Czersk,2202043
Ostróda (gmina wiejska),2815092
Łubnice – Staszowski,2612022
Magnuszew,1407062
Międzyzdroje,3207043
Klimontów,2609033
Lubasz,3002052
Sieroszewice,3017072
Grabów nad Prosną,3018033
Pniewy – Szamotulski,3024063
Murowana Goślina,3021113
Czerwonak,3021042
Komorniki,3021072
Kórnik,3021093
Bojanowo,3022013
Malanów,3027052
Dobra – Turecki,3027033
Władysławów,3027092
Gostyń,3004023
Blizanów,3007012
Żelazków,3007112
Bralin,3008022
Krotoszyn,3012043
Lipie,2406032
Woźniki,2407083
Knurów,2405011
Wyry,2408052
Szczyrk,2402011
Kamień – Chełmski,603062
Rejowiec Fabryczny (gmina wiejska),603082
Horodło,604032
Trzciel,803063
Kolsko,804032
Nowa Sól (gmina wiejska),804052
Poświętne – Opoczyński,1007062
Słubice – Płocki,1419112
Bierawa,1603022
Krapkowice,1605023
Domaszowice,1606012
Zagórz,1817073
Pysznica,1818032
Brańsk (gmina wiejska),2003052
Wyszki,2003082
Wąsosz – Grajewski,2004062
Grębocice,216032
Gaworzyce,216022
Chełmno (gmina wiejska),404022
Kozy,2402072
Mierzęcice,2401052
Siewierz,2401073
Górzyca,805022
Konstantynów Łódzki,1008011
Płońsk,1420011
Baranów Sandomierski,1820013
Grębów,1820032
Olszanica,1821042
Krasnobród,620043
Grabowiec,620022
Luzino,2215072
Dzierzgowo,1413022
Nowy Dwór Mazowiecki,1414011
Czosnów,1414022
Tczów,1436042
Jabłonna – Legionowski,1408022
Tarnów – Tarnowski,1216092
Prochowice,209073
Sośno,413032
Sępólno Krajeńskie,413023
Jeżewo,414042
Koszalin,3261011
Jasień,811043
Poświętne – Wołomiński,1434082
Krasiczyn,1813042
Przeworsk,1814011
Stryszów,1218072
